CODE,DATE,GENERATION,YEAR,LOCATION,TREE,TREE WRIENTATIWN,PLANT PART,TREATMENT,INITIAL N1,SURVIVORS,PREDATED SCALES,PARASITISED SCALES,MORTALITY,PARASITISM,CORRECTED MORTALITY,,,,,
MH11N,9/17/15,2nd,2,IVIA,11,N,Leaf,Predation,33,3,30,0,90.9,0.0,80.51,,,,,
MH11O,9/17/15,2nd,2,IVIA,11,W,Leaf,Semi_Exclusion,42,3,39,1,92.9,2.4,84.69,,,,,
MH11S,9/17/15,2nd,2,IVIA,11,S,Leaf,Exclusion,26,14,12,0,46.2,0.0,-15.42,,,,,
MH12E,9/17/15,2nd,2,IVIA,12,E,Leaf,Predation,10,3,7,0,70.0,0.0,35.69,,,,,
MH12O,9/17/15,2nd,2,IVIA,12,W,Leaf,Exclusion,26,7,19,0,73.1,0.0,42.29,,,,,
MH12S,9/17/15,2nd,2,IVIA,12,S,Leaf,Semi_Exclusion,32,4,28,1,87.5,3.1,73.21,,,,,
MH13N,9/17/15,2nd,2,IVIA,13,N,Leaf,Exclusion,25,17,8,0,32.0,0.0,-45.76,,,,,
MH13O,9/17/15,2nd,2,IVIA,13,W,Leaf,Predation,29,0,29,0,100.0,0.0,100.00,,,,,
MH13S,9/17/15,2nd,2,IVIA,13,S,Leaf,Semi_Exclusion,18,9,9,0,50.0,0.0,-7.18,,,,,
MF2E,9/17/15,2nd,2,IVIA,2,E,Fruit,Exclusion,43,0,43,0,100.0,0.0,100.00,,,,,
MF2N,9/17/15,2nd,2,IVIA,2,N,Fruit,Exclusion,32,32,0,0,0.0,0.0,-114.35,,,,,
MF2O,9/17/15,2nd,2,IVIA,2,W,Fruit,Predation,10,0,10,0,100.0,0.0,100.00,,,,,
MF3E,9/17/15,2nd,2,IVIA,3,E,Fruit,Predation,18,6,12,2,66.7,11.1,28.55,,,,,
MF5S,9/17/15,2nd,2,IVIA,5,S,Fruit,Predation,34,6,28,2,82.4,5.9,62.17,,,,,
MF6N,9/17/15,2nd,2,IVIA,6,N,Fruit,Exclusion,11,4,7,0,63.6,0.0,22.05,,,,,
MF6S,9/17/15,2nd,2,IVIA,6,S,Fruit,Predation,22,1,21,0,95.5,0.0,90.26,,,,,
MF7E,9/17/15,2nd,2,IVIA,7,E,Fruit,Exclusion,11,10,1,0,9.1,0.0,-94.87,,,,,
MF8N,9/17/15,2nd,2,IVIA,8,N,Fruit,Exclusion,13,10,3,0,23.1,0.0,-64.89,,,,,
MF9E,9/17/15,2nd,2,IVIA,9,E,Fruit,Predation,17,0,17,9,100.0,52.9,100.00,,,,,
MF10E,9/17/15,2nd,2,IVIA,10,E,Fruit,Predation,23,5,18,0,78.3,0.0,53.40,,,,,
MF10N,9/17/15,2nd,2,IVIA,10,N,Fruit,Predation,17,2,15,8,88.2,47.1,74.78,,,,,
MF10O,9/17/15,2nd,2,IVIA,10,W,Fruit,Exclusion,12,12,0,0,0.0,0.0,-114.35,,,,,
MF11N,9/17/15,2nd,2,IVIA,11,N,Fruit,Exclusion,15,13,2,0,13.3,0.0,-85.77,,,,,
MF11O,9/17/15,2nd,2,IVIA,11,W,Fruit,Exclusion,20,20,0,0,0.0,0.0,-114.35,,,,,
MF12E,9/17/15,2nd,2,IVIA,12,E,Fruit,Predation,24,1,23,2,95.8,8.3,91.07,,,,,
MF12O,9/17/15,2nd,2,IVIA,12,W,Fruit,Predation,21,2,19,0,90.5,0.0,79.59,,,,,
MF12S,9/17/15,2nd,2,IVIA,12,S,Fruit,Predation,27,4,23,8,85.2,29.6,68.24,,,,,
MF13E,9/17/15,2nd,2,IVIA,13,E,Fruit,Exclusion,42,15,27,0,64.3,0.0,23.44,,,,,
MF13S,9/17/15,2nd,2,IVIA,13,S,Fruit,Predation,10,8,2,2,20.0,20.0,-71.48,,,,,
MH1E,11/26/15,3rd,2,Algimia,1,E,Leaf,Predation,11,5,6,0,54.5,0.0,4.43,,,,,
MH1O,11/26/15,3rd,2,Algimia,1,W,Leaf,Semi_Exclusion,12,7,5,0,41.7,0.0,-22.65,,,,,
MH2E,11/26/15,3rd,2,Algimia,2,E,Leaf,Predation,11,1,10,0,90.9,0.0,80.89,,,,,
MH2N,11/26/15,3rd,2,Algimia,2,N,Leaf,Exclusion,13,4,9,0,69.2,0.0,35.31,,,,,
MH4E,11/26/15,3rd,2,Algimia,4,E,Leaf,Predation,15,2,13,0,86.7,0.0,71.97,,,,,
MH4N,11/26/15,3rd,2,Algimia,4,N,Leaf,Semi_Exclusion,10,1,9,0,90.0,0.0,78.97,,,,,
MH4O,11/26/15,3rd,2,Algimia,4,W,Leaf,Exclusion,16,4,12,0,75.0,0.0,47.44,,,,,
MH6N,11/26/15,3rd,2,Algimia,6,N,Leaf,Predation,11,5,6,0,54.5,0.0,4.43,,,,,
MH6O,11/26/15,3rd,2,Algimia,6,W,Leaf,Exclusion,10,2,8,0,80.0,0.0,57.95,,,,,
MH6S,11/26/15,3rd,2,Algimia,6,S,Leaf,Semi_Exclusion,17,1,16,0,94.1,0.0,87.63,,,,,
MH7E,11/26/15,3rd,2,Algimia,7,E,Leaf,Semi_Exclusion,14,0,14,0,100.0,0.0,100.00,,,,,
MH7N,11/26/15,3rd,2,Algimia,7,N,Leaf,Exclusion,12,3,9,0,75.0,0.0,47.44,,,,,
MH8E,11/26/15,3rd,2,Algimia,8,E,Leaf,Semi_Exclusion,24,22,2,0,8.3,0.0,-92.74,,,,,
MH8O,11/26/15,3rd,2,Algimia,8,W,Leaf,Predation,12,5,7,0,58.3,0.0,12.39,,,,,
MH8S,11/26/15,3rd,2,Algimia,8,S,Leaf,Exclusion,17,7,10,0,58.8,0.0,13.42,,,,,
MH10E,11/26/15,3rd,2,Algimia,10,E,Leaf,Predation,17,4,13,0,76.5,0.0,50.53,,,,,
MH10N,11/26/15,3rd,2,Algimia,10,N,Leaf,Predation,12,1,11,0,91.7,0.0,82.48,,,,,
MH10O,11/26/15,3rd,2,Algimia,10,W,Leaf,Semi_Exclusion,11,1,10,0,90.9,0.0,80.89,,,,,
MH10S,11/26/15,3rd,2,Algimia,10,S,Leaf,Exclusion,15,6,9,0,60.0,0.0,15.90,,,,,
MH11E,11/26/15,3rd,2,Algimia,11,E,Leaf,Exclusion,15,8,7,0,46.7,0.0,-12.14,,,,,
MH11N,11/26/15,3rd,2,Algimia,11,N,Leaf,Semi_Exclusion,13,0,13,0,100.0,0.0,100.00,,,,,
MH11O,11/26/15,3rd,2,Algimia,11,W,Leaf,Predation,18,4,14,0,77.8,0.0,53.28,,,,,
MH11S,11/26/15,3rd,2,Algimia,11,S,Leaf,Semi_Exclusion,10,0,10,0,100.0,0.0,100.00,,,,,
MH12O,11/26/15,3rd,2,Algimia,12,W,Leaf,Predation,21,1,20,0,95.2,0.0,89.99,,,,,
MH12S,11/26/15,3rd,2,Algimia,12,S,Leaf,Exclusion,21,0,21,0,100.0,0.0,100.00,,,,,
MH13N,11/26/15,3rd,2,Algimia,13,N,Leaf,Semi_Exclusion,12,0,12,0,100.0,0.0,100.00,,,,,
MH13O,11/26/15,3rd,2,Algimia,13,W,Leaf,Exclusion,31,16,15,0,48.4,0.0,-8.52,,,,,
MF1N,11/26/15,3rd,2,Algimia,1,N,Fruit,Predation,17,1,16,0,94.1,0.0,87.63,,,,,
MF2N,11/26/15,3rd,2,Algimia,2,N,Fruit,Predation,15,1,14,0,93.3,0.0,85.98,,,,,
MF2O,11/26/15,3rd,2,Algimia,2,W,Fruit,Exclusion,15,15,0,0,0.0,0.0,-110.26,,,,,
MF2S,11/26/15,3rd,2,Algimia,2,S,Fruit,Semi_Exclusion,13,1,12,1,92.3,7.7,83.83,,,,,
MF3E,11/26/15,3rd,2,Algimia,3,E,Fruit,Semi_Exclusion,16,0,16,0,100.0,0.0,100.00,,,,,
MF4E,11/26/15,3rd,2,Algimia,4,E,Fruit,Predation,12,2,10,0,83.3,0.0,64.96,,,,,
MF4N,11/26/15,3rd,2,Algimia,4,N,Fruit,Semi_Exclusion,16,5,11,3,68.8,18.8,34.29,,,,,
MF4S,11/26/15,3rd,2,Algimia,4,S,Fruit,Exclusion,12,10,2,0,16.7,0.0,-75.21,,,,,
MF5N,11/26/15,3rd,2,Algimia,5,N,Fruit,Exclusion,24,15,9,0,37.5,0.0,-31.41,,,,,
MF6E,11/26/15,3rd,2,Algimia,6,E,Fruit,Semi_Exclusion,16,1,15,4,93.8,25.0,86.86,,,,,
MF6N,11/26/15,3rd,2,Algimia,6,N,Fruit,Exclusion,17,11,6,0,35.3,0.0,-36.05,,,,,
MF6O,11/26/15,3rd,2,Algimia,6,W,Fruit,Exclusion,30,20,10,0,33.3,0.0,-40.17,,,,,
MF6S,11/26/15,3rd,2,Algimia,6,S,Fruit,Predation,39,10,29,5,74.4,12.8,46.09,,,,,
MF7O,11/26/15,3rd,2,Algimia,7,W,Fruit,Semi_Exclusion,12,4,8,0,66.7,0.0,29.91,,,,,
MF7S,11/26/15,3rd,2,Algimia,7,S,Fruit,Predation,25,18,7,0,28.0,0.0,-51.38,,,,,
MF8E,11/26/15,3rd,2,Algimia,8,E,Fruit,Semi_Exclusion,16,2,14,3,87.5,18.8,73.72,,,,,
MF8N,11/26/15,3rd,2,Algimia,8,N,Fruit,Predation,11,3,8,1,72.7,9.1,42.66,,,,,
MF8O,11/26/15,3rd,2,Algimia,8,W,Fruit,Exclusion,12,0,12,0,100.0,0.0,100.00,,,,,
MF9E,11/26/15,3rd,2,Algimia,9,E,Fruit,Semi_Exclusion,12,2,10,2,83.3,16.7,64.96,,,,,
MF9S,11/26/15,3rd,2,Algimia,9,S,Fruit,Predation,36,0,36,0,100.0,0.0,100.00,,,,,
MF10E,11/26/15,3rd,2,Algimia,10,E,Fruit,Predation,26,0,26,0,100.0,0.0,100.00,,,,,
MF10O,11/26/15,3rd,2,Algimia,10,W,Fruit,Exclusion,12,12,0,0,0.0,0.0,-110.26,,,,,
MF10S,11/26/15,3rd,2,Algimia,10,S,Fruit,Semi_Exclusion,20,3,17,0,85.0,0.0,68.46,,,,,
MF11E,11/26/15,3rd,2,Algimia,11,E,Fruit,Predation,15,0,15,0,100.0,0.0,100.00,,,,,
MF11O,11/26/15,3rd,2,Algimia,11,W,Fruit,Exclusion,29,13,16,0,55.2,0.0,5.75,,,,,
MF12N,11/26/15,3rd,2,Algimia,12,N,Fruit,Exclusion,17,6,11,0,64.7,0.0,25.79,,,,,
MF12O,11/26/15,3rd,2,Algimia,12,W,Fruit,Predation,13,0,13,0,100.0,0.0,100.00,,,,,
MF12S,11/26/15,3rd,2,Algimia,12,S,Fruit,Semi_Exclusion,26,2,24,0,92.3,0.0,83.83,,,,,
MF13E,11/26/15,3rd,2,Algimia,13,E,Fruit,Predation,15,0,15,0,100.0,0.0,100.00,,,,,
MF13N,11/26/15,3rd,2,Algimia,13,N,Fruit,Exclusion,10,4,6,0,60.0,0.0,15.90,,,,,
MF13O,11/26/15,3rd,2,Algimia,13,W,Fruit,Semi_Exclusion,21,3,18,0,85.7,0.0,69.96,,,,,
MH1E,11/26/15,3rd,2,IVIA,1,E,Leaf,Exclusion,35,0,35,0,100.0,0.0,100.00,,,,,
MH1N,11/26/15,3rd,2,IVIA,1,N,Leaf,Semi_Exclusion,27,1,26,0,96.3,0.0,92.00,,,,,
MH1O,11/26/15,3rd,2,IVIA,1,W,Leaf,Predation,12,5,7,0,58.3,0.0,9.95,,,,,
MH1S,11/26/15,3rd,2,IVIA,1,S,Leaf,Predation,37,15,22,0,59.5,0.0,12.38,,,,,
MH2E,11/26/15,3rd,2,IVIA,2,E,Leaf,Predation,11,0,11,0,100.0,0.0,100.00,,,,,
MH2N,11/26/15,3rd,2,IVIA,2,N,Leaf,Exclusion,22,11,11,0,50.0,0.0,-8.06,,,,,
MH2O,11/26/15,3rd,2,IVIA,2,W,Leaf,Semi_Exclusion,28,0,28,0,100.0,0.0,100.00,,,,,
MH2S,11/26/15,3rd,2,IVIA,2,S,Leaf,Semi_Exclusion,29,13,16,0,55.2,0.0,3.12,,,,,
MH3E,11/26/15,3rd,2,IVIA,3,E,Leaf,Predation,10,0,10,0,100.0,0.0,100.00,,,,,
MH3N,11/26/15,3rd,2,IVIA,3,N,Leaf,Semi_Exclusion,27,2,25,0,92.6,0.0,83.99,,,,,
MH3O,11/26/15,3rd,2,IVIA,3,W,Leaf,Exclusion,32,19,13,0,40.6,0.0,-28.32,,,,,
MH3S,11/26/15,3rd,2,IVIA,3,S,Leaf,Exclusion,37,17,20,0,54.1,0.0,0.70,,,,,
MH4E,11/26/15,3rd,2,IVIA,4,E,Leaf,Exclusion,33,0,33,0,100.0,0.0,100.00,,,,,
MH4N,11/26/15,3rd,2,IVIA,4,N,Leaf,Semi_Exclusion,20,8,12,0,60.0,0.0,13.55,,,,,
MH4O,11/26/15,3rd,2,IVIA,4,W,Leaf,Predation,20,6,14,0,70.0,0.0,35.16,,,,,
MH4S,11/26/15,3rd,2,IVIA,4,S,Leaf,Predation,25,2,23,0,92.0,0.0,82.71,,,,,
MH5E,11/26/15,3rd,2,IVIA,5,E,Leaf,Semi_Exclusion,33,10,23,0,69.7,0.0,34.51,,,,,
MH5N,11/26/15,3rd,2,IVIA,5,N,Leaf,Predation,27,1,26,0,96.3,0.0,92.00,,,,,
MH5O,11/26/15,3rd,2,IVIA,5,W,Leaf,Exclusion,14,9,5,0,35.7,0.0,-38.93,,,,,
MH6E,11/26/15,3rd,2,IVIA,6,E,Leaf,Semi_Exclusion,15,1,14,0,93.3,0.0,85.59,,,,,
MH6N,11/26/15,3rd,2,IVIA,6,N,Leaf,Semi_Exclusion,25,0,25,0,100.0,0.0,100.00,,,,,
MH6O,11/26/15,3rd,2,IVIA,6,W,Leaf,Predation,30,0,30,0,100.0,0.0,100.00,,,,,
MH6S,11/26/15,3rd,2,IVIA,6,S,Leaf,Exclusion,10,0,10,0,100.0,0.0,100.00,,,,,
MH7E,11/26/15,3rd,2,IVIA,7,E,Leaf,Exclusion,30,0,30,0,100.0,0.0,100.00,,,,,
MH7N,11/26/15,3rd,2,IVIA,7,N,Leaf,Exclusion,19,0,19,0,100.0,0.0,100.00,,,,,
MH7S,11/26/15,3rd,2,IVIA,7,S,Leaf,Predation,38,3,35,0,92.1,0.0,82.94,,,,,
MH8E,11/26/15,3rd,2,IVIA,8,E,Leaf,Predation,38,0,38,0,100.0,0.0,100.00,,,,,
MH8N,11/26/15,3rd,2,IVIA,8,N,Leaf,Semi_Exclusion,31,1,30,0,96.8,0.0,93.03,,,,,
MH8O,11/26/15,3rd,2,IVIA,8,W,Leaf,Exclusion,12,8,4,0,33.3,0.0,-44.08,,,,,
MH9E,11/26/15,3rd,2,IVIA,9,E,Leaf,Exclusion,35,15,20,0,57.1,0.0,7.38,,,,,
MH9O,11/26/15,3rd,2,IVIA,9,W,Leaf,Predation,36,10,26,0,72.2,0.0,39.97,,,,,
MH9S,11/26/15,3rd,2,IVIA,9,S,Leaf,Semi_Exclusion,12,0,12,0,100.0,0.0,100.00,,,,,
MH10E,11/26/15,3rd,2,IVIA,10,E,Leaf,Semi_Exclusion,32,2,30,0,93.8,0.0,86.49,,,,,
MH10N,11/26/15,3rd,2,IVIA,10,N,Leaf,Exclusion,39,17,22,0,56.4,0.0,5.79,,,,,
MH10O,11/26/15,3rd,2,IVIA,10,W,Leaf,Predation,30,4,26,0,86.7,0.0,71.18,,,,,
MH10S,11/26/15,3rd,2,IVIA,10,S,Leaf,Predation,17,0,17,0,100.0,0.0,100.00,,,,,
MF1E,11/26/15,3rd,2,IVIA,1,E,Fruit,Exclusion,20,9,11,0,55.0,0.0,2.75,,,,,
MF1N,11/26/15,3rd,2,IVIA,1,N,Fruit,Semi_Exclusion,26,5,21,0,80.8,0.0,58.44,,,,,
MF1O,11/26/15,3rd,2,IVIA,1,W,Fruit,Predation,34,13,21,0,61.8,0.0,17.37,,,,,
MF1S,11/26/15,3rd,2,IVIA,1,S,Fruit,Predation,15,2,13,0,86.7,0.0,71.18,,,,,
MF2E,11/26/15,3rd,2,IVIA,2,E,Fruit,Predation,35,29,6,0,17.1,0.0,-79.07,,,,,
MF2N,11/26/15,3rd,2,IVIA,2,N,Fruit,Exclusion,28,19,9,0,32.1,0.0,-46.65,,,,,
MF2O,11/26/15,3rd,2,IVIA,2,W,Fruit,Semi_Exclusion,44,10,34,0,77.3,0.0,50.88,,,,,
MF3E,11/26/15,3rd,2,IVIA,3,E,Fruit,Exclusion,27,19,8,0,29.6,0.0,-52.08,,,,,
MF3N,11/26/15,3rd,2,IVIA,3,N,Fruit,Predation,32,2,30,0,93.8,0.0,86.49,,,,,
MF3O,11/26/15,3rd,2,IVIA,3,W,Fruit,Semi_Exclusion,36,9,27,0,75.0,0.0,45.97,,,,,
MF3S,11/26/15,3rd,2,IVIA,3,S,Fruit,Semi_Exclusion,35,5,30,0,85.7,0.0,69.13,,,,,
MF4E,11/26/15,3rd,2,IVIA,4,E,Fruit,Semi_Exclusion,16,5,11,1,68.8,6.3,32.46,,,,,
MF4N,11/26/15,3rd,2,IVIA,4,N,Fruit,Predation,40,25,15,0,37.5,0.0,-35.07,,,,,
MF4O,11/26/15,3rd,2,IVIA,4,W,Fruit,Exclusion,28,19,9,0,32.1,0.0,-46.65,,,,,
MF4S,11/26/15,3rd,2,IVIA,4,S,Fruit,Exclusion,12,7,5,0,41.7,0.0,-26.07,,,,,
MF5E,11/26/15,3rd,2,IVIA,5,E,Fruit,Predation,37,17,20,0,54.1,0.0,0.70,,,,,
MF5N,11/26/15,3rd,2,IVIA,5,N,Fruit,Predation,46,1,45,0,97.8,0.0,95.30,,,,,
MF5O,11/26/15,3rd,2,IVIA,5,W,Fruit,Exclusion,29,9,20,0,69.0,0.0,32.93,,,,,
MF5S,11/26/15,3rd,2,IVIA,5,S,Fruit,Semi_Exclusion,38,1,37,0,97.4,0.0,94.31,,,,,
MF6E,11/26/15,3rd,2,IVIA,6,E,Fruit,Semi_Exclusion,11,0,11,0,100.0,0.0,100.00,,,,,
MF6N,11/26/15,3rd,2,IVIA,6,N,Fruit,Semi_Exclusion,37,24,13,0,35.1,0.0,-40.18,,,,,
MF6O,11/26/15,3rd,2,IVIA,6,W,Fruit,Predation,41,0,41,0,100.0,0.0,100.00,,,,,
MF6S,11/26/15,3rd,2,IVIA,6,S,Fruit,Exclusion,19,11,8,0,42.1,0.0,-25.12,,,,,
MF7E,11/26/15,3rd,2,IVIA,7,E,Fruit,Exclusion,28,28,0,0,0.0,0.0,-116.12,,,,,
MF7O,11/26/15,3rd,2,IVIA,7,W,Fruit,Semi_Exclusion,13,0,13,2,100.0,15.4,100.00,,,,,
MF7S,11/26/15,3rd,2,IVIA,7,S,Fruit,Predation,34,0,34,0,100.0,0.0,100.00,,,,,
MF8E,11/26/15,3rd,2,IVIA,8,E,Fruit,Predation,42,0,42,0,100.0,0.0,100.00,,,,,
MF8N,11/26/15,3rd,2,IVIA,8,N,Fruit,Semi_Exclusion,17,0,17,0,100.0,0.0,100.00,,,,,
MF8S,11/26/15,3rd,2,IVIA,8,S,Fruit,Exclusion,43,17,26,0,60.5,0.0,14.56,,,,,
MF9E,11/26/15,3rd,2,IVIA,9,E,Fruit,Exclusion,30,21,9,0,30.0,0.0,-51.28,,,,,
MF9N,11/26/15,3rd,2,IVIA,9,N,Fruit,Exclusion,36,25,11,0,30.6,0.0,-50.08,,,,,
MF9O,11/26/15,3rd,2,IVIA,9,W,Fruit,Predation,29,0,29,0,100.0,0.0,100.00,,,,,
MF9S,11/26/15,3rd,2,IVIA,9,S,Fruit,Semi_Exclusion,37,0,37,0,100.0,0.0,100.00,,,,,
MF10E,11/26/15,3rd,2,IVIA,10,E,Fruit,Semi_Exclusion,32,0,32,0,100.0,0.0,100.00,,,,,
MF10N,11/26/15,3rd,2,IVIA,10,N,Fruit,Exclusion,39,24,15,0,38.5,0.0,-33.00,,,,,
MF10O,11/26/15,3rd,2,IVIA,10,W,Fruit,Predation,30,0,30,1,100.0,3.3,100.00,,,,,
MF10S,11/26/15,3rd,2,IVIA,10,S,Fruit,Predation,17,0,17,0,100.0,0.0,100.00,,,,,
MH1S,7/28/16,1st,2,Segorbe,1,S,Leaf,Predation,29,1,28,0,96.6,0.0,84.04,,,,,
MH1E,7/28/16,1st,2,Segorbe,1,E,Leaf,Semi_Exclusion,17,0,17,0,100.0,0.0,100.00,,,,,
MH1N,7/28/16,1st,2,Segorbe,1,N,Leaf,Exclusion,13,8,5,0,38.5,0.0,-184.75,,,,,
MH1O,7/28/16,1st,2,Segorbe,1,W,Leaf,Predation,8,0,8,0,100.0,0.0,100.00,,,,,
MH2S,7/28/16,1st,2,Segorbe,2,S,Leaf,Semi_Exclusion,15,1,14,0,93.3,0.0,69.15,,,,,
MH2E,7/28/16,1st,2,Segorbe,2,E,Leaf,Exclusion,12,9,3,0,25.0,0.0,-247.03,,,,,
MH3O,7/28/16,1st,2,Segorbe,3,W,Leaf,Predation,15,0,15,0,100.0,0.0,100.00,,,,,
MH4O,7/28/16,1st,2,Segorbe,4,W,Leaf,Exclusion,17,6,11,0,64.7,0.0,-63.31,,,,,
MH5S,7/28/16,1st,2,Segorbe,5,S,Leaf,Semi_Exclusion,16,0,16,0,100.0,0.0,100.00,,,,,
MH5E,7/28/16,1st,2,Segorbe,5,E,Leaf,Exclusion,44,1,43,0,97.7,0.0,89.48,,,,,
MH5N,7/28/16,1st,2,Segorbe,5,N,Leaf,Semi_Exclusion,25,0,25,0,100.0,0.0,100.00,,,,,
MH5O,7/28/16,1st,2,Segorbe,5,W,Leaf,Predation,37,0,37,0,100.0,0.0,100.00,,,,,
MH6N,7/28/16,1st,2,Segorbe,6,N,Leaf,Semi_Exclusion,50,9,41,0,82.0,0.0,16.71,,,,,
MH6O,7/28/16,1st,2,Segorbe,6,W,Leaf,Exclusion,31,0,31,0,100.0,0.0,100.00,,,,,
MH7S,7/28/16,1st,2,Segorbe,7,S,Leaf,Predation,36,0,36,0,100.0,0.0,100.00,,,,,
MH7E,7/28/16,1st,2,Segorbe,7,E,Leaf,Semi_Exclusion,33,8,25,0,75.8,0.0,-12.17,,,,,
MH7N,7/28/16,1st,2,Segorbe,7,N,Leaf,Exclusion,41,7,34,0,82.9,0.0,21.00,,,,,
MH8S,7/28/16,1st,2,Segorbe,8,S,Leaf,Exclusion,33,9,24,0,72.7,0.0,-26.19,,,,,
MH8N,7/28/16,1st,2,Segorbe,8,N,Leaf,Predation,49,0,49,0,100.0,0.0,100.00,,,,,
MH8O,7/28/16,1st,2,Segorbe,8,W,Leaf,Semi_Exclusion,25,0,25,0,100.0,0.0,100.00,,,,,
MH9S,7/28/16,1st,2,Segorbe,9,S,Leaf,Predation,43,0,43,0,100.0,0.0,100.00,,,,,
MH9N,7/28/16,1st,2,Segorbe,9,N,Leaf,Semi_Exclusion,12,6,6,0,50.0,0.0,-131.36,,,,,
MH9O,7/28/16,1st,2,Segorbe,9,W,Leaf,Exclusion,16,4,12,0,75.0,0.0,-15.68,,,,,
MH10N,7/28/16,1st,2,Segorbe,10,N,Leaf,Exclusion,46,0,46,0,100.0,0.0,100.00,,,,,
MH10O,7/28/16,1st,2,Segorbe,10,W,Leaf,Semi_Exclusion,43,10,33,0,76.7,0.0,-7.61,,,,,
MH11S,7/28/16,1st,2,Segorbe,11,S,Leaf,Predation,20,0,20,0,100.0,0.0,100.00,,,,,
MH11E,7/28/16,1st,2,Segorbe,11,E,Leaf,Semi_Exclusion,11,0,11,0,100.0,0.0,100.00,,,,,
MH11N,7/28/16,1st,2,Segorbe,11,N,Leaf,Predation,45,1,44,0,97.8,0.0,89.72,,,,,
MH12S,7/28/16,1st,2,Segorbe,12,S,Leaf,Predation,15,1,14,0,93.3,0.0,69.15,,,,,
MH13E,7/28/16,1st,2,Segorbe,13,E,Leaf,Predation,16,0,16,0,100.0,0.0,100.00,,,,,
MH13N,7/28/16,1st,2,Segorbe,13,N,Leaf,Exclusion,20,15,5,0,25.0,0.0,-247.03,,,,,
MH13O,7/28/16,1st,2,Segorbe,13,W,Leaf,Predation,34,1,33,0,97.1,0.0,86.39,,,,,
MH1S,7/27/16,1st,2,IVIA,1,S,Leaf,Predation,36,3,33,1,91.7,2.8,74.91,,,,,
MH1N,7/27/16,1st,2,IVIA,1,N,Leaf,Exclusion,12,6,6,0,50.0,0.0,-50.54,,,,,
MH1O,7/27/16,1st,2,IVIA,1,W,Leaf,Semi_Exclusion,15,1,14,0,93.3,0.0,79.93,,,,,
MH2S,7/27/16,1st,2,IVIA,2,S,Leaf,Semi_Exclusion,12,1,11,0,91.7,0.0,74.91,,,,,
MH2O,7/27/16,1st,2,IVIA,2,W,Leaf,Predation,11,1,10,0,90.9,0.0,72.63,,,,,
MH4N,7/27/16,1st,2,IVIA,4,N,Leaf,Semi_Exclusion,20,5,15,0,75.0,0.0,24.73,,,,,
MH5E,7/27/16,1st,2,IVIA,5,E,Leaf,Exclusion,15,14,1,0,6.7,0.0,-181.00,,,,,
MH5N,7/27/16,1st,2,IVIA,5,N,Leaf,Semi_Exclusion,22,3,19,1,86.4,4.5,58.94,,,,,
MH6N,7/27/16,1st,2,IVIA,6,N,Leaf,Predation,29,1,28,7,96.6,24.1,89.62,,,,,
MH6S,7/27/16,1st,2,IVIA,6,S,Leaf,Exclusion,46,12,34,0,73.9,0.0,21.46,,,,,
MH7S,7/27/16,1st,2,IVIA,7,S,Leaf,Semi_Exclusion,40,8,32,0,80.0,0.0,39.78,,,,,
MH7E,7/27/16,1st,2,IVIA,7,E,Leaf,Exclusion,38,5,33,0,86.8,0.0,60.38,,,,,
MH7N,7/27/16,1st,2,IVIA,7,N,Leaf,Predation,32,0,32,0,100.0,0.0,100.00,,,,,
MH8S,7/27/16,1st,2,IVIA,8,S,Leaf,Exclusion,49,19,30,0,61.2,0.0,-16.74,,,,,
MH8E,7/27/16,1st,2,IVIA,8,E,Leaf,Exclusion,27,4,23,0,85.2,0.0,55.40,,,,,
MH8N,7/27/16,1st,2,IVIA,8,N,Leaf,Semi_Exclusion,30,7,23,0,76.7,0.0,29.75,,,,,
MH8O,7/27/16,1st,2,IVIA,8,W,Leaf,Predation,29,1,28,0,96.6,0.0,89.62,,,,,
MH9E,7/27/16,1st,2,IVIA,9,E,Leaf,Semi_Exclusion,15,6,9,0,60.0,0.0,-20.43,,,,,
MH9N,7/27/16,1st,2,IVIA,9,N,Leaf,Predation,13,0,13,1,100.0,7.7,100.00,,,,,
MH10S,7/27/16,1st,2,IVIA,10,S,Leaf,Exclusion,26,3,23,0,88.5,0.0,65.26,,,,,
MH10E,7/27/16,1st,2,IVIA,10,E,Leaf,Exclusion,19,17,2,0,10.5,0.0,-169.38,,,,,
MH10N,7/27/16,1st,2,IVIA,10,N,Leaf,Predation,21,1,20,1,95.2,4.8,85.66,,,,,
MH10O,7/27/16,1st,2,IVIA,10,W,Leaf,Semi_Exclusion,16,0,16,0,100.0,0.0,100.00,,,,,
MH11S,7/27/16,1st,2,IVIA,11,S,Leaf,Predation,34,1,33,0,97.1,0.0,91.14,,,,,
MH11N,7/27/16,1st,2,IVIA,11,N,Leaf,Semi_Exclusion,26,11,15,0,57.7,0.0,-27.38,,,,,
MH12S,7/27/16,1st,2,IVIA,12,S,Leaf,Exclusion,34,0,34,0,100.0,0.0,100.00,,,,,
MH13S,7/27/16,1st,2,IVIA,13,S,Leaf,Exclusion,14,13,1,0,7.1,0.0,-179.57,,,,,
MH13E,7/27/16,1st,2,IVIA,13,E,Leaf,Semi_Exclusion,47,3,44,1,93.6,2.1,80.78,,,,,
MH13N,7/27/16,1st,2,IVIA,13,N,Leaf,Predation,31,16,15,0,48.4,0.0,-55.39,,,,,
